ADBE,Date,Close
,10/26/2018 16:00:00,245.8
,10/29/2018 16:00:00,239.75
,10/30/2018 16:00:00,238.41
,10/31/2018 16:00:00,245.76
,11/1/2018 16:00:00,245.28
,11/2/2018 16:00:00,239.64
,11/5/2018 16:00:00,239.89
,11/6/2018 16:00:00,240.56
,11/7/2018 16:00:00,253.43
,11/8/2018 16:00:00,249.96
,11/9/2018 16:00:00,244.84
,11/12/2018 16:00:00,236.67
,11/13/2018 16:00:00,238.74
,11/14/2018 16:00:00,235.22
,11/15/2018 16:00:00,239.95
,11/16/2018 16:00:00,238.89
,11/19/2018 16:00:00,219.69
,11/20/2018 16:00:00,219.73
,11/21/2018 16:00:00,225.98
,11/23/2018 13:00:00,225.56
,11/26/2018 16:00:00,231.96
,11/27/2018 16:00:00,232.25
,11/28/2018 16:00:00,249.21
,11/29/2018 16:00:00,249.09
,11/30/2018 16:00:00,250.89
,12/3/2018 16:00:00,255.26
,12/4/2018 16:00:00,245.82
,12/6/2018 16:00:00,250.63
,12/7/2018 16:00:00,238
,12/10/2018 16:00:00,244.09
,12/11/2018 16:00:00,245.34
,12/12/2018 16:00:00,245.55
,12/13/2018 16:00:00,248.08
,12/14/2018 16:00:00,230
,12/17/2018 16:00:00,221.38
,12/18/2018 16:00:00,226.18
,12/19/2018 16:00:00,224.65
,12/20/2018 16:00:00,218.65
,12/21/2018 16:00:00,208.8
,12/24/2018 13:00:00,205.16
,12/26/2018 16:00:00,222.95
,12/27/2018 16:00:00,225.14
,12/28/2018 16:00:00,223.13
